"id externe","attribute_line_ids/id","attribute_line_ids/attribute_id/id","attribute_line_ids/value_ids/id"
"product_52346","product_52346___export__.product_attribute_1105_957956d0_88128","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_52346","product_52346___export__.product_attribute_1105_957956d0_88129","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39383_1f724722"
"product_52346","product_52346___export__.product_attribute_1112_f35bcf40_88130","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_52346","product_52346___import__.attribut_40_88131","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_52346","product_52346___export__.product_attribute_1097_cc3e7c12_88132","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_52356","product_52356___export__.product_attribute_1098_d3402d46_88133","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_52356","product_52356___export__.product_attribute_1105_957956d0_88134","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39383_1f724722"
"product_52356","product_52356___export__.product_attribute_1097_cc3e7c12_88135","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_52649","product_52649___export__.product_attribute_1098_d3402d46_88136","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_52649","product_52649___export__.product_attribute_1105_957956d0_88137","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_52649","product_52649___export__.product_attribute_1112_f35bcf40_88138","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40387_56d925b6"
"product_52649","product_52649___export__.product_attribute_1097_cc3e7c12_88139","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_52749","product_52749___export__.product_attribute_1098_d3402d46_88140","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_52749","product_52749___export__.product_attribute_1112_f35bcf40_88141","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40390_7718d0f3"
"product_52749","product_52749___export__.product_attribute_1097_cc3e7c12_88142","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_53085","product_53085___export__.product_attribute_1098_d3402d46_88143","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_53085","product_53085___export__.product_attribute_1105_957956d0_88144","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_53085","product_53085___export__.product_attribute_1112_f35bcf40_88145","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_53085","product_53085___import__.attribut_40_88146","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_53085","product_53085___export__.product_attribute_1097_cc3e7c12_88147","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_53086","product_53086___export__.product_attribute_1098_d3402d46_88148","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_53086","product_53086___export__.product_attribute_1105_957956d0_88149","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_53086","product_53086___export__.product_attribute_1112_f35bcf40_88150","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_53086","product_53086___import__.attribut_40_88151","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_53086","product_53086___export__.product_attribute_1097_cc3e7c12_88152","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39121_8759e316"
"product_53087","product_53087___export__.product_attribute_1098_d3402d46_88153","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_53087","product_53087___export__.product_attribute_1105_957956d0_88154","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_53087","product_53087___export__.product_attribute_1112_f35bcf40_88155","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_53087","product_53087___import__.attribut_40_88156","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_53087","product_53087___export__.product_attribute_1097_cc3e7c12_88157","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_53088","product_53088___export__.product_attribute_1098_d3402d46_88158","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_53088","product_53088___export__.product_attribute_1105_957956d0_88159","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_53088","product_53088___export__.product_attribute_1112_f35bcf40_88160","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_53088","product_53088___import__.attribut_40_88161","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_53088","product_53088___export__.product_attribute_1097_cc3e7c12_88162","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_53089","product_53089___export__.product_attribute_1098_d3402d46_88163","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_53089","product_53089___export__.product_attribute_1105_957956d0_88164","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_53089","product_53089___export__.product_attribute_1112_f35bcf40_88165","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_53089","product_53089___import__.attribut_40_88166","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_53089","product_53089___export__.product_attribute_1097_cc3e7c12_88167","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_54556","product_54556___export__.product_attribute_1096_cccb3879_88168","__export__.product_attribute_1096_cccb3879","__export__.product_attribute_value_39109_0f4f5950"
"product_54556","product_54556___export__.product_attribute_1098_d3402d46_88169","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_54556","product_54556___export__.product_attribute_1099_57dff974_88170","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_54556","product_54556___export__.product_attribute_1100_6c4b3516_88171","__export__.product_attribute_1100_6c4b3516","__export__.product_attribute_value_39216_8c69b1b6"
"product_54556","product_54556___export__.product_attribute_1106_d3e679ea_88172","__export__.product_attribute_1106_d3e679ea","__export__.product_attribute_value_39697_fe10425d"
"product_54556","product_54556___export__.product_attribute_1115_af35f48c_88173","__export__.product_attribute_1115_af35f48c","__export__.product_attribute_value_40497_f02eea62"
"product_54556","product_54556___export__.product_attribute_1119_525afc3f_88174","__export__.product_attribute_1119_525afc3f","__export__.product_attribute_value_40991_5f6e5e4e"
"product_54556","product_54556___export__.product_attribute_1097_cc3e7c12_88175","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_54556","product_54556___export__.product_attribute_1112_f35bcf40_88176","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40389_8833f1d4"
"product_54556","product_54556___export__.product_attribute_1101_4b495b10_88177","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39327_90fbcb84"
"product_54556","product_54556___export__.product_attribute_1105_957956d0_88178","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39418_1ccf9f5b"
"product_54556","product_54556___export__.product_attribute_1105_957956d0_88179","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39383_1f724722"
"product_54568","product_54568___export__.product_attribute_1098_d3402d46_88180","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_54568","product_54568___export__.product_attribute_1105_957956d0_88181","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39383_1f724722"
"product_54568","product_54568___export__.product_attribute_1112_f35bcf40_88182","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_54568","product_54568___import__.attribut_40_88183","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_54568","product_54568___export__.product_attribute_1097_cc3e7c12_88184","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39123_7088aa22"
"product_55024","product_55024___export__.product_attribute_1098_d3402d46_88185","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_55024","product_55024___export__.product_attribute_1105_957956d0_88186","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_55024","product_55024___export__.product_attribute_1112_f35bcf40_88187","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40382_2eb58258"
"product_55024","product_55024___import__.attribut_40_88188","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_55833","product_55833___export__.product_attribute_1098_d3402d46_88189","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_55833","product_55833___export__.product_attribute_1105_957956d0_88190","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39411_436f87c4"
"product_55833","product_55833___export__.product_attribute_1112_f35bcf40_88191","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40389_8833f1d4"
"product_55833","product_55833___import__.attribut_40_88192","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_55859","product_55859___export__.product_attribute_1098_d3402d46_88193","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_55859","product_55859___export__.product_attribute_1105_957956d0_88194","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39411_436f87c4"
"product_55859","product_55859___export__.product_attribute_1112_f35bcf40_88195","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40387_56d925b6"
"product_55859","product_55859___import__.attribut_40_88196","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_55860","product_55860___export__.product_attribute_1098_d3402d46_88197","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_55860","product_55860___export__.product_attribute_1105_957956d0_88198","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39411_436f87c4"
"product_55860","product_55860___export__.product_attribute_1112_f35bcf40_88199","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40391_2ff1ce8e"
"product_55860","product_55860___import__.attribut_40_88200","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_55861","product_55861___export__.product_attribute_1098_d3402d46_88201","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_55861","product_55861___export__.product_attribute_1105_957956d0_88202","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39411_436f87c4"
"product_55861","product_55861___export__.product_attribute_1112_f35bcf40_88203","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40391_2ff1ce8e"
"product_55861","product_55861___import__.attribut_40_88204","__import__.attribut_40","__export__.product_attribute_value_41719_d4f2b0ba"
"product_7091","product_7091___export__.product_attribute_1098_d3402d46_88205","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7091","product_7091___export__.product_attribute_1105_957956d0_88206","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7091","product_7091___export__.product_attribute_1105_957956d0_88207","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7091","product_7091___export__.product_attribute_1112_f35bcf40_88208","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40386_002bb3c5"
"product_7091","product_7091___export__.product_attribute_1112_f35bcf40_88209","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40392_1ba876fd"
"product_7093","product_7093___export__.product_attribute_1097_cc3e7c12_88210","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39111_c552d1d3"
"product_7093","product_7093___export__.product_attribute_1098_d3402d46_88211","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7093","product_7093___export__.product_attribute_1105_957956d0_88212","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7093","product_7093___export__.product_attribute_1105_957956d0_88213","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7093","product_7093___export__.product_attribute_1112_f35bcf40_88214","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40388_fb2f329d"
"product_7096","product_7096___export__.product_attribute_1098_d3402d46_88215","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7096","product_7096___export__.product_attribute_1105_957956d0_88216","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7096","product_7096___export__.product_attribute_1105_957956d0_88217","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7096","product_7096___export__.product_attribute_1112_f35bcf40_88218","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40395_6450fcf6"
"product_7098","product_7098___export__.product_attribute_1098_d3402d46_88219","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7098","product_7098___export__.product_attribute_1105_957956d0_88220","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7098","product_7098___export__.product_attribute_1105_957956d0_88221","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7098","product_7098___export__.product_attribute_1112_f35bcf40_88222","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40386_002bb3c5"
"product_7098","product_7098___export__.product_attribute_1112_f35bcf40_88223","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40390_7718d0f3"
"product_7099","product_7099___export__.product_attribute_1097_cc3e7c12_88224","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39116_41d06d16"
"product_7099","product_7099___export__.product_attribute_1098_d3402d46_88225","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7099","product_7099___export__.product_attribute_1105_957956d0_88226","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7099","product_7099___export__.product_attribute_1105_957956d0_88227","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7099","product_7099___export__.product_attribute_1112_f35bcf40_88228","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40387_56d925b6"
"product_7100","product_7100___export__.product_attribute_1098_d3402d46_88229","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7100","product_7100___export__.product_attribute_1105_957956d0_88230","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7100","product_7100___export__.product_attribute_1105_957956d0_88231","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7100","product_7100___export__.product_attribute_1112_f35bcf40_88232","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40386_002bb3c5"
"product_7100","product_7100___export__.product_attribute_1112_f35bcf40_88233","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40391_2ff1ce8e"
"product_7101","product_7101___export__.product_attribute_1098_d3402d46_88234","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7101","product_7101___export__.product_attribute_1105_957956d0_88235","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7101","product_7101___export__.product_attribute_1105_957956d0_88236","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7101","product_7101___export__.product_attribute_1112_f35bcf40_88237","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40387_56d925b6"
"product_7103","product_7103___export__.product_attribute_1098_d3402d46_88238","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7103","product_7103___export__.product_attribute_1105_957956d0_88239","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7103","product_7103___export__.product_attribute_1105_957956d0_88240","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7103","product_7103___export__.product_attribute_1112_f35bcf40_88241","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40386_002bb3c5"
"product_7103","product_7103___export__.product_attribute_1112_f35bcf40_88242","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40390_7718d0f3"
"product_7103","product_7103___export__.product_attribute_1112_f35bcf40_88243","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40392_1ba876fd"
"product_7104","product_7104___export__.product_attribute_1098_d3402d46_88244","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7104","product_7104___export__.product_attribute_1105_957956d0_88245","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7104","product_7104___export__.product_attribute_1105_957956d0_88246","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7104","product_7104___export__.product_attribute_1112_f35bcf40_88247","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40385_e37e5b98"
"product_7104","product_7104___export__.product_attribute_1112_f35bcf40_88248","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40386_002bb3c5"
"product_7104","product_7104___export__.product_attribute_1112_f35bcf40_88249","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40391_2ff1ce8e"
"product_7105","product_7105___export__.product_attribute_1098_d3402d46_88250","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7105","product_7105___export__.product_attribute_1105_957956d0_88251","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7105","product_7105___export__.product_attribute_1105_957956d0_88252","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7105","product_7105___export__.product_attribute_1112_f35bcf40_88253","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40385_e37e5b98"
"product_7106","product_7106___export__.product_attribute_1098_d3402d46_88254","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
"product_7106","product_7106___export__.product_attribute_1105_957956d0_88255","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_7106","product_7106___export__.product_attribute_1105_957956d0_88256","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_7106","product_7106___export__.product_attribute_1112_f35bcf40_88257","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40386_002bb3c5"
"product_7106","product_7106___export__.product_attribute_1112_f35bcf40_88258","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40390_7718d0f3"
"product_7107","product_7107___export__.product_attribute_1097_cc3e7c12_88259","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39113_acab44fe"
"product_7107","product_7107___export__.product_attribute_1098_d3402d46_88260","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39155_fe1dfe00"
