"id externe","attribute_line_ids/id","attribute_line_ids/attribute_id/id","attribute_line_ids/value_ids/id"
"product_27446","product_27446___export__.product_attribute_1101_4b495b10_105826","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27446","product_27446___export__.product_attribute_1101_4b495b10_105827","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39297_a873a236"
"product_27446","product_27446___export__.product_attribute_1105_957956d0_105828","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_27446","product_27446___export__.product_attribute_1105_957956d0_105829","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_27446","product_27446___export__.product_attribute_1112_f35bcf40_105830","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40387_56d925b6"
"product_27447","product_27447___export__.product_attribute_1097_cc3e7c12_105831","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39114_2983dec3"
"product_27447","product_27447___export__.product_attribute_1098_d3402d46_105832","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27447","product_27447___export__.product_attribute_1099_57dff974_105833","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_27447","product_27447___export__.product_attribute_1101_4b495b10_105834","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27447","product_27447___export__.product_attribute_1101_4b495b10_105835","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39267_40dcc921"
"product_27447","product_27447___export__.product_attribute_1105_957956d0_105836","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_27447","product_27447___export__.product_attribute_1105_957956d0_105837","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_27447","product_27447___export__.product_attribute_1112_f35bcf40_105838","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40387_56d925b6"
"product_27448","product_27448___export__.product_attribute_1097_cc3e7c12_105839","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39113_acab44fe"
"product_27448","product_27448___export__.product_attribute_1098_d3402d46_105840","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27448","product_27448___export__.product_attribute_1099_57dff974_105841","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_27448","product_27448___export__.product_attribute_1101_4b495b10_105842","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27448","product_27448___export__.product_attribute_1105_957956d0_105843","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39365_1bc91b6c"
"product_27448","product_27448___export__.product_attribute_1105_957956d0_105844","__export__.product_attribute_1105_957956d0","__export__.product_attribute_value_39366_5e30343e"
"product_27448","product_27448___export__.product_attribute_1112_f35bcf40_105845","__export__.product_attribute_1112_f35bcf40","__export__.product_attribute_value_40384_5755222f"
"product_27449","product_27449___export__.product_attribute_1097_cc3e7c12_105846","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39113_acab44fe"
"product_27449","product_27449___export__.product_attribute_1098_d3402d46_105847","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27449","product_27449___export__.product_attribute_1099_57dff974_105848","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_27449","product_27449___export__.product_attribute_1101_4b495b10_105849","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27450","product_27450___export__.product_attribute_1097_cc3e7c12_105850","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39113_acab44fe"
"product_27450","product_27450___export__.product_attribute_1098_d3402d46_105851","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27450","product_27450___export__.product_attribute_1101_4b495b10_105852","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27451","product_27451___export__.product_attribute_1097_cc3e7c12_105853","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39113_acab44fe"
"product_27451","product_27451___export__.product_attribute_1098_d3402d46_105854","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27451","product_27451___export__.product_attribute_1099_57dff974_105855","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_27451","product_27451___export__.product_attribute_1101_4b495b10_105856","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27452","product_27452___export__.product_attribute_1097_cc3e7c12_105857","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39111_c552d1d3"
"product_27452","product_27452___export__.product_attribute_1098_d3402d46_105858","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27452","product_27452___export__.product_attribute_1099_57dff974_105859","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_27452","product_27452___export__.product_attribute_1101_4b495b10_105860","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39217_be0fa97d"
"product_27987","product_27987___export__.product_attribute_1098_d3402d46_105861","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_27987","product_27987___export__.product_attribute_1099_57dff974_105862","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39203_a509b074"
"product_27987","product_27987___export__.product_attribute_1101_4b495b10_105863","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39218_87b41887"
"product_28028","product_28028___export__.product_attribute_1097_cc3e7c12_105864","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39111_c552d1d3"
"product_28028","product_28028___export__.product_attribute_1098_d3402d46_105865","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_28028","product_28028___export__.product_attribute_1099_57dff974_105866","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_28028","product_28028___export__.product_attribute_1101_4b495b10_105867","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39218_87b41887"
"product_28045","product_28045___export__.product_attribute_1097_cc3e7c12_105868","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39111_c552d1d3"
"product_28045","product_28045___export__.product_attribute_1098_d3402d46_105869","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_28045","product_28045___export__.product_attribute_1099_57dff974_105870","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_28045","product_28045___export__.product_attribute_1099_57dff974_105871","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39203_a509b074"
"product_28045","product_28045___export__.product_attribute_1101_4b495b10_105872","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39218_87b41887"
"product_28047","product_28047___export__.product_attribute_1097_cc3e7c12_105873","__export__.product_attribute_1097_cc3e7c12","__export__.product_attribute_value_39111_c552d1d3"
"product_28047","product_28047___export__.product_attribute_1098_d3402d46_105874","__export__.product_attribute_1098_d3402d46","__export__.product_attribute_value_39150_04ced8dc"
"product_28047","product_28047___export__.product_attribute_1099_57dff974_105875","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39202_d315c04a"
"product_28047","product_28047___export__.product_attribute_1099_57dff974_105876","__export__.product_attribute_1099_57dff974","__export__.product_attribute_value_39203_a509b074"
"product_28047","product_28047___export__.product_attribute_1101_4b495b10_105877","__export__.product_attribute_1101_4b495b10","__export__.product_attribute_value_39234_b2bfc961"
